servicedate,line,estimated_boardings
2020-09-24,Newburyport/Rockport,1827
2020-09-24,Providence/Stoughton,3484
2020-09-25,Fairmount,459
2020-09-25,Fitchburg,679
2020-09-25,Framingham/Worcester,2072
2020-09-25,Franklin/Foxboro,1790
2020-09-25,Greenbush,563
2020-09-25,Haverhill,741
2020-09-25,Kingston,731
2020-09-25,Lowell,1018
2020-09-25,Middleborough/Lakeville,1047
2020-09-25,Needham,619
2020-09-25,Newburyport/Rockport,1787
2020-09-25,Providence/Stoughton,3596
2020-09-28,Fairmount,359
2020-09-28,Fitchburg,633
2020-09-28,Framingham/Worcester,1934
2020-09-28,Franklin/Foxboro,1778
2020-09-28,Greenbush,441
2020-09-28,Haverhill,750
2020-09-28,Kingston,852
2020-09-28,Lowell,1104
2020-09-28,Middleborough/Lakeville,1078
2020-09-28,Needham,777
2020-09-28,Newburyport/Rockport,1730
2020-09-28,Providence/Stoughton,3539
2020-09-29,Fairmount,402
2020-09-29,Fitchburg,715
2020-09-29,Framingham/Worcester,1922
2020-09-29,Franklin/Foxboro,1981
2020-09-29,Greenbush,579
2020-09-29,Haverhill,777
2020-09-29,Kingston,898
2020-09-29,Lowell,1180
2020-09-29,Middleborough/Lakeville,1131
2020-09-29,Needham,652
2020-09-29,Newburyport/Rockport,2070
2020-09-29,Providence/Stoughton,3533
2020-09-30,Fairmount,370
2020-09-30,Fitchburg,712
2020-09-30,Framingham/Worcester,1757
2020-09-30,Franklin/Foxboro,1835
2020-09-30,Greenbush,532
2020-09-30,Haverhill,786
2020-09-30,Kingston,902
2020-09-30,Lowell,1142
2020-09-30,Middleborough/Lakeville,1085
2020-09-30,Needham,747
2020-09-30,Newburyport/Rockport,1952
2020-09-30,Providence/Stoughton,3602
2020-10-01,Fairmount,426
2020-10-01,Fitchburg,729
2020-10-01,Framingham/Worcester,1709
2020-10-01,Franklin/Foxboro,1779
2020-10-01,Greenbush,569
2020-10-01,Haverhill,794
2020-10-01,Kingston,890
2020-10-01,Lowell,1123
2020-10-01,Middleborough/Lakeville,1144
2020-10-01,Needham,722
2020-10-01,Newburyport/Rockport,2045
2020-10-01,Providence/Stoughton,3360
2020-10-02,Fairmount,416
2020-10-02,Fitchburg,834
2020-10-02,Framingham/Worcester,1900
2020-10-02,Franklin/Foxboro,1817
2020-10-02,Greenbush,416
2020-10-02,Haverhill,767
2020-10-02,Kingston,768
2020-10-02,Lowell,1171
2020-10-02,Middleborough/Lakeville,1016
2020-10-02,Needham,701
2020-10-02,Newburyport/Rockport,2007
2020-10-02,Providence/Stoughton,3233
2020-10-05,Fairmount,450
2020-10-05,Fitchburg,804
2020-10-05,Framingham/Worcester,1792
2020-10-05,Franklin/Foxboro,1698
2020-10-05,Greenbush,531
2020-10-05,Haverhill,849
2020-10-05,Kingston,849
2020-10-05,Lowell,1142
2020-10-05,Middleborough/Lakeville,1053
2020-10-05,Needham,646
2020-10-05,Newburyport/Rockport,2174
2020-10-05,Providence/Stoughton,3232
2020-10-06,Fairmount,438
2020-10-06,Fitchburg,760
2020-10-06,Framingham/Worcester,1727
2020-10-06,Franklin/Foxboro,1795
2020-10-06,Greenbush,440
2020-10-06,Haverhill,858
2020-10-06,Kingston,878
2020-10-06,Lowell,1260
2020-10-06,Middleborough/Lakeville,1127
2020-10-06,Needham,817
2020-10-06,Newburyport/Rockport,2337
2020-10-06,Providence/Stoughton,3363
2020-10-07,Fairmount,438
2020-10-07,Fitchburg,725
2020-10-07,Framingham/Worcester,1635
2020-10-07,Franklin/Foxboro,1789
2020-10-07,Greenbush,510
2020-10-07,Haverhill,835
2020-10-07,Kingston,838
2020-10-07,Lowell,1249
2020-10-07,Middleborough/Lakeville,1122
2020-10-07,Needham,847
2020-10-07,Newburyport/Rockport,2264
2020-10-07,Providence/Stoughton,3600
2020-10-08,Fairmount,434
2020-10-08,Fitchburg,915
2020-10-08,Framingham/Worcester,1469
2020-10-08,Franklin/Foxboro,1844
2020-10-08,Greenbush,537
2020-10-08,Haverhill,985
2020-10-08,Kingston,947
2020-10-08,Lowell,1320
2020-10-08,Middleborough/Lakeville,1304
2020-10-08,Needham,706
2020-10-08,Newburyport/Rockport,2337
2020-10-08,Providence/Stoughton,3410
2020-10-09,Fairmount,402
2020-10-09,Fitchburg,770
2020-10-09,Framingham/Worcester,1673
2020-10-09,Franklin/Foxboro,1784
2020-10-09,Greenbush,498
2020-10-09,Haverhill,834
2020-10-09,Kingston,862
2020-10-09,Lowell,1233
2020-10-09,Middleborough/Lakeville,1225
2020-10-09,Needham,774
2020-10-09,Newburyport/Rockport,2597
2020-10-09,Providence/Stoughton,3686
2020-10-12,Fairmount,320
2020-10-12,Fitchburg,523
2020-10-12,Framingham/Worcester,1508
2020-10-12,Franklin/Foxboro,1749
2020-10-12,Greenbush,293
2020-10-12,Haverhill,597
2020-10-12,Kingston,484
2020-10-12,Lowell,825
2020-10-12,Middleborough/Lakeville,935
2020-10-12,Needham,830
2020-10-12,Newburyport/Rockport,1594
2020-10-12,Providence/Stoughton,3470
2020-10-13,Fairmount,336
2020-10-13,Fitchburg,673
2020-10-13,Framingham/Worcester,1860
2020-10-13,Franklin/Foxboro,1689
2020-10-13,Greenbush,574
2020-10-13,Haverhill,854
2020-10-13,Kingston,822
2020-10-13,Lowell,1066
2020-10-13,Middleborough/Lakeville,1125
2020-10-13,Needham,802
2020-10-13,Newburyport/Rockport,1957
2020-10-13,Providence/Stoughton,3351
2020-10-14,Fairmount,419
2020-10-14,Fitchburg,768
2020-10-14,Framingham/Worcester,2182
2020-10-14,Franklin/Foxboro,1918
2020-10-14,Greenbush,525
2020-10-14,Haverhill,839
2020-10-14,Kingston,882
2020-10-14,Lowell,1291
2020-10-14,Middleborough/Lakeville,1228
2020-10-14,Needham,800
2020-10-14,Newburyport/Rockport,2201
2020-10-14,Providence/Stoughton,3420
2020-10-15,Fairmount,442
2020-10-15,Fitchburg,765
2020-10-15,Framingham/Worcester,2520
2020-10-15,Franklin/Foxboro,1703
2020-10-15,Greenbush,566
2020-10-15,Haverhill,859
2020-10-15,Kingston,878
2020-10-15,Lowell,1266
2020-10-15,Middleborough/Lakeville,1142
2020-10-15,Needham,916
2020-10-15,Newburyport/Rockport,2384
2020-10-15,Providence/Stoughton,3637
2020-10-16,Fairmount,338
2020-10-16,Fitchburg,697
2020-10-16,Framingham/Worcester,1989
2020-10-16,Franklin/Foxboro,1777
2020-10-16,Greenbush,502
2020-10-16,Haverhill,780
2020-10-16,Kingston,720
2020-10-16,Lowell,1056
2020-10-16,Middleborough/Lakeville,1084
2020-10-16,Needham,861
2020-10-16,Newburyport/Rockport,2344
2020-10-16,Providence/Stoughton,3490
2020-10-19,Fairmount,355
2020-10-19,Fitchburg,751
2020-10-19,Framingham/Worcester,2093
2020-10-19,Franklin/Foxboro,1829
2020-10-19,Greenbush,400
2020-10-19,Haverhill,862
2020-10-19,Kingston,808
2020-10-19,Lowell,1296
2020-10-19,Middleborough/Lakeville,1080
2020-10-19,Needham,905
2020-10-19,Newburyport/Rockport,2115
2020-10-19,Providence/Stoughton,3555
2020-10-20,Fairmount,342
2020-10-20,Fitchburg,741
2020-10-20,Framingham/Worcester,2016
2020-10-20,Franklin/Foxboro,1966
2020-10-20,Greenbush,465
2020-10-20,Haverhill,950
2020-10-20,Kingston,920
2020-10-20,Lowell,1176
2020-10-20,Middleborough/Lakeville,1095
2020-10-20,Needham,841
2020-10-20,Newburyport/Rockport,2240
2020-10-20,Providence/Stoughton,3660
2020-10-21,Fairmount,383
2020-10-21,Fitchburg,722
2020-10-21,Framingham/Worcester,2036
2020-10-21,Franklin/Foxboro,1750
2020-10-21,Greenbush,518
2020-10-21,Haverhill,885
2020-10-21,Kingston,848
2020-10-21,Lowell,1174
2020-10-21,Middleborough/Lakeville,1119
2020-10-21,Needham,818
2020-10-21,Newburyport/Rockport,2258
2020-10-21,Providence/Stoughton,3293
2020-10-22,Fairmount,373
2020-10-22,Fitchburg,675
2020-10-22,Framingham/Worcester,2212
2020-10-22,Franklin/Foxboro,1649
2020-10-22,Greenbush,456
2020-10-22,Haverhill,869
2020-10-22,Kingston,861
2020-10-22,Lowell,1281
2020-10-22,Middleborough/Lakeville,1136
2020-10-22,Needham,812
2020-10-22,Newburyport/Rockport,2669
2020-10-22,Providence/Stoughton,3427
2020-10-23,Fairmount,362
2020-10-23,Fitchburg,679
2020-10-23,Framingham/Worcester,1982
2020-10-23,Franklin/Foxboro,1728
2020-10-23,Greenbush,456
2020-10-23,Haverhill,767
2020-10-23,Kingston,804
2020-10-23,Lowell,1173
2020-10-23,Middleborough/Lakeville,1032
2020-10-23,Needham,806
2020-10-23,Newburyport/Rockport,2437
2020-10-23,Providence/Stoughton,3220
2020-10-26,Fairmount,340
2020-10-26,Fitchburg,748
2020-10-26,Framingham/Worcester,2077
2020-10-26,Franklin/Foxboro,1625
2020-10-26,Greenbush,438
2020-10-26,Haverhill,807
2020-10-26,Kingston,843
2020-10-26,Lowell,1145
2020-10-26,Middleborough/Lakeville,994
2020-10-26,Needham,776
2020-10-26,Newburyport/Rockport,2233
2020-10-26,Providence/Stoughton,3489
2020-10-27,Fairmount,349
2020-10-27,Fitchburg,668
2020-10-27,Framingham/Worcester,2275
2020-10-27,Franklin/Foxboro,1727
2020-10-27,Greenbush,429
2020-10-27,Haverhill,795
2020-10-27,Kingston,909
2020-10-27,Lowell,1200
2020-10-27,Middleborough/Lakeville,1065
2020-10-27,Needham,770
2020-10-27,Newburyport/Rockport,2294
2020-10-27,Providence/Stoughton,3607
2020-10-28,Fairmount,345
2020-10-28,Fitchburg,646
2020-10-28,Framingham/Worcester,2343
2020-10-28,Franklin/Foxboro,1839
2020-10-28,Greenbush,481
2020-10-28,Haverhill,821
2020-10-28,Kingston,839
2020-10-28,Lowell,1184
2020-10-28,Middleborough/Lakeville,972
2020-10-28,Needham,748
2020-10-28,Newburyport/Rockport,2607
2020-10-28,Providence/Stoughton,3633
2020-10-29,Fairmount,298
2020-10-29,Fitchburg,657
2020-10-29,Framingham/Worcester,2271
2020-10-29,Franklin/Foxboro,1711
2020-10-29,Greenbush,494
2020-10-29,Haverhill,805
2020-10-29,Kingston,738
2020-10-29,Lowell,1242
2020-10-29,Middleborough/Lakeville,965
2020-10-29,Needham,814
2020-10-29,Newburyport/Rockport,2271
2020-10-29,Providence/Stoughton,3764
2020-10-30,Fairmount,289
2020-10-30,Fitchburg,728
2020-10-30,Framingham/Worcester,2099
2020-10-30,Franklin/Foxboro,1676
2020-10-30,Greenbush,392
2020-10-30,Haverhill,769
2020-10-30,Kingston,805
2020-10-30,Lowell,1483
2020-10-30,Middleborough/Lakeville,988
2020-10-30,Needham,726
2020-10-30,Newburyport/Rockport,1909
2020-10-30,Providence/Stoughton,3510
2020-11-02,Fairmount,355
2020-11-02,Fitchburg,739
2020-11-02,Framingham/Worcester,2101
2020-11-02,Franklin/Foxboro,1742
2020-11-02,Greenbush,472
2020-11-02,Haverhill,1253
2020-11-02,Kingston,1199
2020-11-02,Lowell,1323
2020-11-02,Middleborough/Lakeville,1377
2020-11-02,Needham,753
2020-11-02,Newburyport/Rockport,2283
2020-11-02,Providence/Stoughton,4171
2020-11-03,Fairmount,334
2020-11-03,Fitchburg,769
2020-11-03,Framingham/Worcester,2138
2020-11-03,Franklin/Foxboro,1653
2020-11-03,Greenbush,510
2020-11-03,Haverhill,1295
2020-11-03,Kingston,1227
2020-11-03,Lowell,1437
2020-11-03,Middleborough/Lakeville,1401
2020-11-03,Needham,681
2020-11-03,Newburyport/Rockport,2109
2020-11-03,Providence/Stoughton,3932
2020-11-04,Fairmount,313
2020-11-04,Fitchburg,778
2020-11-04,Framingham/Worcester,1978
2020-11-04,Franklin/Foxboro,1665
2020-11-04,Greenbush,524
2020-11-04,Haverhill,1284
2020-11-04,Kingston,946
2020-11-04,Lowell,1372
2020-11-04,Middleborough/Lakeville,1531
2020-11-04,Needham,673
2020-11-04,Newburyport/Rockport,1879
2020-11-04,Providence/Stoughton,3843
2020-11-05,Fairmount,395
2020-11-05,Fitchburg,788
2020-11-05,Framingham/Worcester,2059
2020-11-05,Franklin/Foxboro,1521
2020-11-05,Greenbush,567
2020-11-05,Haverhill,1217
2020-11-05,Kingston,837
2020-11-05,Lowell,1384
2020-11-05,Middleborough/Lakeville,1327
2020-11-05,Needham,757
2020-11-05,Newburyport/Rockport,2123
2020-11-05,Providence/Stoughton,4084
2020-11-06,Fairmount,353
2020-11-06,Fitchburg,754
2020-11-06,Framingham/Worcester,2222
2020-11-06,Franklin/Foxboro,1580
2020-11-06,Greenbush,476
2020-11-06,Haverhill,1190
2020-11-06,Kingston,970
2020-11-06,Lowell,1389
2020-11-06,Middleborough/Lakeville,1386
2020-11-06,Needham,747
2020-11-06,Newburyport/Rockport,1930
2020-11-06,Providence/Stoughton,3742
2020-11-09,Fairmount,406
2020-11-09,Fitchburg,774
2020-11-09,Framingham/Worcester,2112
2020-11-09,Franklin/Foxboro,1536
2020-11-09,Greenbush,504
2020-11-09,Haverhill,1186
2020-11-09,Kingston,1153
2020-11-09,Lowell,1496
2020-11-09,Middleborough/Lakeville,1491
2020-11-09,Needham,764
2020-11-09,Newburyport/Rockport,2095
2020-11-09,Providence/Stoughton,4162
2020-11-10,Fairmount,357
2020-11-10,Fitchburg,757
2020-11-10,Framingham/Worcester,2501
2020-11-10,Franklin/Foxboro,1876
2020-11-10,Greenbush,554
2020-11-10,Haverhill,1169
2020-11-10,Kingston,1079
2020-11-10,Lowell,1464
2020-11-10,Middleborough/Lakeville,1386
2020-11-10,Needham,815
2020-11-10,Newburyport/Rockport,2097
2020-11-10,Providence/Stoughton,3774
2020-11-11,Fairmount,378
2020-11-11,Fitchburg,665
2020-11-11,Framingham/Worcester,2191
2020-11-11,Franklin/Foxboro,1527
2020-11-11,Greenbush,497
2020-11-11,Haverhill,975
2020-11-11,Kingston,781
2020-11-11,Lowell,1405
2020-11-11,Middleborough/Lakeville,1304
2020-11-11,Needham,677
2020-11-11,Newburyport/Rockport,1917
2020-11-11,Providence/Stoughton,3366
2020-11-12,Fairmount,431
2020-11-12,Fitchburg,840
2020-11-12,Framingham/Worcester,2094
2020-11-12,Franklin/Foxboro,1701
2020-11-12,Greenbush,549
2020-11-12,Haverhill,1241
2020-11-12,Kingston,1070
2020-11-12,Lowell,1367
2020-11-12,Middleborough/Lakeville,1432
2020-11-12,Needham,767
2020-11-12,Newburyport/Rockport,2088
2020-11-12,Providence/Stoughton,3981
2020-11-13,Fairmount,435
2020-11-13,Fitchburg,1038
2020-11-13,Framingham/Worcester,2021
2020-11-13,Franklin/Foxboro,1433
2020-11-13,Greenbush,502
2020-11-13,Haverhill,1372
2020-11-13,Kingston,1050
2020-11-13,Lowell,1580
2020-11-13,Middleborough/Lakeville,1416
2020-11-13,Needham,721
2020-11-13,Newburyport/Rockport,2302
2020-11-13,Providence/Stoughton,3269
2020-11-16,Fairmount,359
2020-11-16,Fitchburg,912
2020-11-16,Framingham/Worcester,2092
2020-11-16,Franklin/Foxboro,1641
2020-11-16,Greenbush,509
2020-11-16,Haverhill,1187
2020-11-16,Kingston,1050
2020-11-16,Lowell,1396
2020-11-16,Middleborough/Lakeville,1409
2020-11-16,Needham,743
2020-11-16,Newburyport/Rockport,2064
2020-11-16,Providence/Stoughton,3705
2020-11-17,Fairmount,386
2020-11-17,Fitchburg,1049
2020-11-17,Framingham/Worcester,2019
2020-11-17,Franklin/Foxboro,1603
2020-11-17,Greenbush,540
2020-11-17,Haverhill,1257
2020-11-17,Kingston,1107
2020-11-17,Lowell,1429
2020-11-17,Middleborough/Lakeville,1369
2020-11-17,Needham,781
2020-11-17,Newburyport/Rockport,2321
2020-11-17,Providence/Stoughton,3966
2020-11-18,Fairmount,469
2020-11-18,Fitchburg,1226
2020-11-18,Framingham/Worcester,2134
2020-11-18,Franklin/Foxboro,1468
2020-11-18,Greenbush,717
2020-11-18,Haverhill,1361
2020-11-18,Kingston,874
2020-11-18,Lowell,1851
2020-11-18,Middleborough/Lakeville,1507
2020-11-18,Needham,797
2020-11-18,Newburyport/Rockport,2615
2020-11-18,Providence/Stoughton,3648
2020-11-19,Fairmount,422
2020-11-19,Fitchburg,1133
2020-11-19,Framingham/Worcester,2223
2020-11-19,Franklin/Foxboro,1608
2020-11-19,Greenbush,853
2020-11-19,Haverhill,1401
2020-11-19,Kingston,1133
2020-11-19,Lowell,1596
2020-11-19,Middleborough/Lakeville,1481
2020-11-19,Needham,732
2020-11-19,Newburyport/Rockport,2643
2020-11-19,Providence/Stoughton,4025
2020-11-20,Fairmount,362
2020-11-20,Fitchburg,897
2020-11-20,Framingham/Worcester,2174
2020-11-20,Franklin/Foxboro,1443
2020-11-20,Greenbush,462
2020-11-20,Haverhill,1148
2020-11-20,Kingston,904
2020-11-20,Lowell,1302
2020-11-20,Middleborough/Lakeville,1274
2020-11-20,Needham,722
2020-11-20,Newburyport/Rockport,1992
2020-11-20,Providence/Stoughton,3956
2020-11-23,Fairmount,357
2020-11-23,Fitchburg,806
2020-11-23,Framingham/Worcester,2115
2020-11-23,Franklin/Foxboro,1634
2020-11-23,Greenbush,462
2020-11-23,Haverhill,1173
2020-11-23,Kingston,943
2020-11-23,Lowell,1293
2020-11-23,Middleborough/Lakeville,1507
2020-11-23,Needham,794
2020-11-23,Newburyport/Rockport,1945
2020-11-23,Providence/Stoughton,4078
2020-11-24,Fairmount,359
2020-11-24,Fitchburg,1044
2020-11-24,Framingham/Worcester,2204
2020-11-24,Franklin/Foxboro,1830
2020-11-24,Greenbush,558
2020-11-24,Haverhill,1295
2020-11-24,Kingston,1020
2020-11-24,Lowell,1413
2020-11-24,Middleborough/Lakeville,1226
2020-11-24,Needham,755
2020-11-24,Newburyport/Rockport,1964
2020-11-24,Providence/Stoughton,4075
2020-11-25,Fairmount,301
2020-11-25,Fitchburg,986
2020-11-25,Framingham/Worcester,2193
2020-11-25,Franklin/Foxboro,1727
2020-11-25,Greenbush,375
2020-11-25,Haverhill,1099
2020-11-25,Kingston,890
2020-11-25,Lowell,1396
2020-11-25,Middleborough/Lakeville,1334
2020-11-25,Needham,708
2020-11-25,Newburyport/Rockport,1897
2020-11-25,Providence/Stoughton,3842
2020-11-27,Fairmount,220
2020-11-27,Fitchburg,766
2020-11-27,Framingham/Worcester,1939
2020-11-27,Franklin/Foxboro,798
2020-11-27,Greenbush,265
2020-11-27,Haverhill,1021
2020-11-27,Kingston,643
2020-11-27,Lowell,1117
2020-11-27,Middleborough/Lakeville,996
2020-11-27,Needham,512
2020-11-27,Newburyport/Rockport,1354
2020-11-27,Providence/Stoughton,3119
2020-11-30,Fairmount,421
2020-11-30,Fitchburg,977
2020-11-30,Framingham/Worcester,2061
2020-11-30,Franklin/Foxboro,1680
2020-11-30,Greenbush,429
2020-11-30,Haverhill,1220
2020-11-30,Kingston,914
2020-11-30,Lowell,1471
2020-11-30,Middleborough/Lakeville,1240
2020-11-30,Needham,777
2020-11-30,Newburyport/Rockport,1946
2020-11-30,Providence/Stoughton,4147
2020-12-01,Fairmount,355
2020-12-01,Fitchburg,1179
2020-12-01,Framingham/Worcester,2137
2020-12-01,Franklin/Foxboro,1819
2020-12-01,Greenbush,488
2020-12-01,Haverhill,1346
2020-12-01,Kingston,972
2020-12-01,Lowell,1652
2020-12-01,Middleborough/Lakeville,1336
2020-12-01,Needham,722
2020-12-01,Newburyport/Rockport,1918
2020-12-01,Providence/Stoughton,4100
2020-12-02,Fairmount,341
2020-12-02,Fitchburg,980
2020-12-02,Framingham/Worcester,2071
2020-12-02,Franklin/Foxboro,1879
2020-12-02,Greenbush,496
2020-12-02,Haverhill,1202
2020-12-02,Kingston,933
2020-12-02,Lowell,1435
2020-12-02,Middleborough/Lakeville,1406
2020-12-02,Needham,759
2020-12-02,Newburyport/Rockport,1855
2020-12-02,Providence/Stoughton,4082
2020-12-03,Fairmount,359
2020-12-03,Fitchburg,978
2020-12-03,Framingham/Worcester,2099
2020-12-03,Franklin/Foxboro,1780
2020-12-03,Greenbush,469
2020-12-03,Haverhill,1375
2020-12-03,Kingston,1073
2020-12-03,Lowell,1509
2020-12-03,Middleborough/Lakeville,1212
2020-12-03,Needham,764
2020-12-03,Newburyport/Rockport,1868
2020-12-03,Providence/Stoughton,4300
2020-12-04,Fairmount,366
2020-12-04,Fitchburg,1000
2020-12-04,Framingham/Worcester,2090
2020-12-04,Franklin/Foxboro,1747
2020-12-04,Greenbush,471
2020-12-04,Haverhill,1528
2020-12-04,Kingston,788
2020-12-04,Lowell,1509
2020-12-04,Middleborough/Lakeville,1381
2020-12-04,Needham,752
2020-12-04,Newburyport/Rockport,2128
2020-12-04,Providence/Stoughton,4142
2020-12-07,Fairmount,345
2020-12-07,Fitchburg,982
2020-12-07,Framingham/Worcester,2022
2020-12-07,Franklin/Foxboro,1714
2020-12-07,Greenbush,440
2020-12-07,Haverhill,1302
2020-12-07,Kingston,823
2020-12-07,Lowell,1411
2020-12-07,Middleborough/Lakeville,1355
2020-12-07,Needham,768
2020-12-07,Newburyport/Rockport,1905
2020-12-07,Providence/Stoughton,4038
2020-12-08,Fairmount,203
2020-12-08,Fitchburg,946
2020-12-08,Framingham/Worcester,2029
2020-12-08,Franklin/Foxboro,1734
2020-12-08,Greenbush,486
2020-12-08,Haverhill,1345
2020-12-08,Kingston,901
2020-12-08,Lowell,1333
2020-12-08,Middleborough/Lakeville,1408
2020-12-08,Needham,742
2020-12-08,Newburyport/Rockport,1955
2020-12-08,Providence/Stoughton,3938
2020-12-09,Fairmount,357
2020-12-09,Fitchburg,934
2020-12-09,Framingham/Worcester,2203
2020-12-09,Franklin/Foxboro,1615
2020-12-09,Greenbush,452
2020-12-09,Haverhill,1307
2020-12-09,Kingston,912
2020-12-09,Lowell,1442
2020-12-09,Middleborough/Lakeville,1366
2020-12-09,Needham,776
2020-12-09,Newburyport/Rockport,1920
2020-12-09,Providence/Stoughton,4303
2020-12-10,Fairmount,328
2020-12-10,Fitchburg,900
2020-12-10,Framingham/Worcester,2134
2020-12-10,Franklin/Foxboro,1652
2020-12-10,Greenbush,476
2020-12-10,Haverhill,1253
2020-12-10,Kingston,993
2020-12-10,Lowell,1319
2020-12-10,Middleborough/Lakeville,1387
2020-12-10,Needham,771
2020-12-10,Newburyport/Rockport,1970
2020-12-10,Providence/Stoughton,4170
2020-12-11,Fairmount,277
2020-12-11,Fitchburg,1443
2020-12-11,Framingham/Worcester,2217
2020-12-11,Franklin/Foxboro,1870
2020-12-11,Greenbush,471
2020-12-11,Haverhill,1137
2020-12-11,Kingston,890
2020-12-11,Lowell,1432
2020-12-11,Middleborough/Lakeville,1299
2020-12-11,Needham,740
2020-12-11,Newburyport/Rockport,1814
2020-12-11,Providence/Stoughton,4309
2020-12-14,Fairmount,428
2020-12-14,Fitchburg,703
2020-12-14,Framingham/Worcester,1208
2020-12-14,Franklin/Foxboro,1069
2020-12-14,Greenbush,415
2020-12-14,Haverhill,543
2020-12-14,Kingston,650
2020-12-14,Lowell,808
2020-12-14,Middleborough/Lakeville,1004
2020-12-14,Needham,386
2020-12-14,Newburyport/Rockport,1247
2020-12-14,Providence/Stoughton,2954
2020-12-15,Fairmount,498
2020-12-15,Fitchburg,557
2020-12-15,Framingham/Worcester,1248
2020-12-15,Franklin/Foxboro,1008
2020-12-15,Greenbush,334
2020-12-15,Haverhill,502
2020-12-15,Kingston,536
2020-12-15,Lowell,752
2020-12-15,Middleborough/Lakeville,863
2020-12-15,Needham,431
2020-12-15,Newburyport/Rockport,1293
2020-12-15,Providence/Stoughton,2950
2020-12-16,Fairmount,459
2020-12-16,Fitchburg,432
2020-12-16,Framingham/Worcester,1276
2020-12-16,Franklin/Foxboro,849
2020-12-16,Greenbush,299
2020-12-16,Haverhill,524
2020-12-16,Kingston,541
2020-12-16,Lowell,738
2020-12-16,Middleborough/Lakeville,798
2020-12-16,Needham,404
2020-12-16,Newburyport/Rockport,1236
2020-12-16,Providence/Stoughton,2932
2020-12-17,Fairmount,307
2020-12-17,Fitchburg,281
2020-12-17,Framingham/Worcester,929
2020-12-17,Franklin/Foxboro,689
2020-12-17,Greenbush,238
2020-12-17,Haverhill,268
2020-12-17,Kingston,223
2020-12-17,Lowell,353
2020-12-17,Middleborough/Lakeville,400
2020-12-17,Needham,295
2020-12-17,Newburyport/Rockport,619
2020-12-17,Providence/Stoughton,1632
2020-12-18,Fairmount,306
2020-12-18,Fitchburg,431
2020-12-18,Framingham/Worcester,1181
2020-12-18,Franklin/Foxboro,892
